header,title,title_url,channel,time
YouTube,Watched Blind Date com Tiago Paiva ep.2 - Carolina Loureiro,https://www.youtube.com/watch?v=txN4qDNgc2Q,NIT,2020-10-01T13:34:35.335Z
YouTube,Watched ELOGIEI PÉNIS NO WC,https://www.youtube.com/watch?v=bAIAtrHSJJ0,Tiago Paiva,2020-10-01T13:29:30.190Z
YouTube,Watched Full video of a man 'eavesdropping' on Putin & Obama at G20,https://www.youtube.com/watch?v=d6qJpCutWug,RT,2020-10-01T12:44:46.182Z
YouTube,Watched CRASHING MY BEST FRIENDS DATE WITH A GIRL!!,https://www.youtube.com/watch?v=P1z-zvC3Tbs,David Dobrik,2020-10-01T12:37:40.405Z
YouTube,Watched Mark Zuckerberg addresses teen addiction to Facebook,https://www.youtube.com/watch?v=3QgM1h-vR08,Fox Business,2020-10-01T07:51:20.500Z
YouTube,"Watched My $3,300 New York City Apartment/Studio Tour",https://www.youtube.com/watch?v=yI5BHM4c0aY,Tyler Babin,2020-09-30T21:29:33.915Z
YouTube,Watched YouTube's Legend: Casey Neistat - IMPAULSIVE EP. 218,https://www.youtube.com/watch?v=dXU70gsZ6BM,Impaulsive,2020-09-30T20:50:52.293Z
YouTube,Watched The Problem With Dividend Investing (For Passive Income),https://www.youtube.com/watch?v=nmEJSulqDr4,Andrei Jikh,2020-09-30T20:42:26.155Z
YouTube,Watched THE INTELLIGENT INVESTOR SUMMARY (BY BENJAMIN GRAHAM),https://www.youtube.com/watch?v=npoyc_X5zO8,The Swedish Investor,2020-09-30T20:25:57.556Z
YouTube,Watched Full Presidential Debate: President Trump and Joe Biden | WSJ,https://www.youtube.com/watch?v=yW8nIA33-zY,Wall Street Journal,2020-09-30T19:55:59.622Z
YouTube,Watched OK Go - Upside Down & Inside Out,https://www.youtube.com/watch?v=LWGJA9i18Co,OKGoVEVO,2020-09-30T19:52:27.864Z
YouTube,Watched WEIRDEST SIBLINGS EVER!! | David Dobrik,https://www.youtube.com/watch?v=GDdhzpeI8Tw,David Dobrik,2020-09-30T19:43:06.409Z
YouTube Music,Watched Ascend,https://www.youtube.com/watch?v=ESUngI-hvzA,Robohands - Topic,2020-09-30T19:42:22.392Z
YouTube Music,Watched Broken,https://www.youtube.com/watch?v=H0ZpXSf3C0Y,Robohands - Topic,2020-09-30T19:37:58.536Z
YouTube,Watched SURPRISING HIM FOR HIS BIRTHDAY!!,https://www.youtube.com/watch?v=PqkpXskPI7Y,Jason Nash,2020-09-30T19:27:27.585Z
YouTube Music,Watched Hermit,https://www.youtube.com/watch?v=aaKfV2CZqPc,Robohands - Topic,2020-09-30T19:25:31.813Z
YouTube Music,Watched Ny,https://www.youtube.com/watch?v=L4UgeQgYMV4,Robohands - Topic,2020-09-30T19:21:50.277Z
YouTube Music,Watched Dream,https://www.youtube.com/watch?v=YRCFMGgGJho,Robohands - Topic,2020-09-30T19:15:33.438Z
YouTube Music,Watched Lost,https://www.youtube.com/watch?v=-lcV2xkHudY,Robohands - Topic,2020-09-30T19:13:45.191Z
YouTube Music,Watched Green,https://www.youtube.com/watch?v=wmqEWG_xb4w,Robohands - Topic,2020-09-30T19:08:57.711Z
YouTube,Watched kite surfing idiot nearly cut my feet off,https://www.youtube.com/watch?v=_K3SMg088j8,CaseyNeistat,2020-09-30T19:01:08.087Z
YouTube,Watched 10 Things David Dobrik Can't Live Without | GQ,https://www.youtube.com/watch?v=96-Bu7rG9cQ,GQ,2020-09-30T18:48:26.939Z
YouTube,Watched Man Loses Temper with Printer,https://www.youtube.com/watch?v=ZSljO3DqDDU,Michael Buckley,2020-09-30T16:21:54.530Z
YouTube,Watched Man destroys computer,https://www.youtube.com/watch?v=HtTUsOKjWyQ,Xhereon,2020-09-30T16:21:30.162Z
YouTube,Watched Spanish police discover migrants hidden in mattresses,https://www.youtube.com/watch?v=tCMtRNyo5w4,No Comment TV,2020-09-30T16:10:40.765Z
YouTube,Watched Caught my wife dancing in the kitchen,https://www.youtube.com/watch?v=9DioivdeAP0,Aaron Simpson,2020-09-30T13:39:22.711Z
YouTube,Watched Jurgen Klopp thinks French-English translator has an erotic voice.,https://www.youtube.com/watch?v=0WrC-Rvd69w,AreYouNotEntertained?,2020-09-30T13:38:18.356Z
YouTube,Watched Trump Gets Challenged On Taxes During Presidential Debate | NowThis,https://www.youtube.com/watch?v=GL3oUUUsCmU,NowThis News,2020-09-30T13:35:39.888Z
YouTube Music,Watched A Different Age,https://www.youtube.com/watch?v=-ETAWC8pKww,Current Joys - Topic,2020-09-30T13:29:25.265Z
YouTube Music,Watched Complicated,https://www.youtube.com/watch?v=lyuvl1EY11Q,Mac Miller - Topic,2020-09-30T13:25:31.553Z
YouTube Music,Watched When It's Sleepytime Down South,https://www.youtube.com/watch?v=pVNXvvtvo74,Hailey Tuck - Topic,2020-09-30T13:24:43.120Z
YouTube Music,Watched What's the Use?,https://www.youtube.com/watch?v=uLMYENQJLSk,Mac Miller - Topic,2020-09-30T13:19:52.174Z
YouTube,Watched https://www.youtube.com/watch?v=cZ8Car0e1_k,https://www.youtube.com/watch?v=cZ8Car0e1_k,,2020-09-30T13:03:19.453Z
YouTube Music,Watched All I Do,https://www.youtube.com/watch?v=xAhM0hINnqU,Hailey Tuck - Topic,2020-09-30T12:59:58.246Z
YouTube Music,Watched Love Affair,https://www.youtube.com/watch?v=kwAfiOZg57E,Mac Miller - Topic,2020-09-30T12:55:14.896Z
YouTube Music,Watched A Little While,https://www.youtube.com/watch?v=7OopD1mdbL8,Yellow Days - Topic,2020-09-30T12:49:56.042Z
YouTube,Watched Trevor Reacts to the First Biden-Trump Debate | The Daily Social Distancing Show,https://www.youtube.com/watch?v=e3NoIG6CtU4,The Daily Show with Trevor Noah,2020-09-30T11:56:48.133Z
YouTube,Watched Chris Wallace Asks Trump to Stop Interrupting Several Times | NowThis,https://www.youtube.com/watch?v=vT9Usz2qcCI,NowThis News,2020-09-30T11:55:20.621Z
YouTube,Watched China’s Master Plan for World Domination (Mini Documentary),https://www.youtube.com/watch?v=RU-Y9SnUEQE,Jake Tran,2020-09-30T11:40:15.977Z
YouTube,Watched Jordan Klepper vs. Trump Supporters | The Daily Show,https://www.youtube.com/watch?v=NzDhm808oU4,The Daily Show with Trevor Noah,2020-09-30T11:30:31.081Z
YouTube Music,Watched Right,https://www.youtube.com/watch?v=6LbqGeAtCs4,Mac Miller - Topic,2020-09-30T10:55:10.199Z
YouTube,Watched Moment Zuckerberg got into Harvard,https://www.youtube.com/watch?v=gsefnhTK5lc,CNN,2020-09-30T10:51:28.268Z
YouTube,Watched BEST RELATIONSHIP ADVICE!! | David Dobrik,https://www.youtube.com/watch?v=xdgSMg53OpA,David Dobrik,2020-09-30T10:47:19.667Z
YouTube,Watched 'It matters to me': Video shows Good Samaritan take gun from robber on Blue Line train,https://www.youtube.com/watch?v=s92Q9AuL2Eo,WGN News,2020-09-30T10:46:18.887Z
YouTube Music,Watched Lucky Love,https://www.youtube.com/watch?v=slcRVQU5tMY,Michael Seyer - Topic,2020-09-30T10:42:16.506Z
YouTube Music,Watched Heaven,https://www.youtube.com/watch?v=oDhJRMvm5Qk,Yazmin Lacey - Topic,2020-09-30T10:37:19.765Z
YouTube Music,Watched Lover Is a Day,https://www.youtube.com/watch?v=ZStq4nTkA-0,Cuco - Topic,2020-09-30T10:18:46.619Z
YouTube Music,"Watched Honey, There's No Time",https://www.youtube.com/watch?v=PEfaZalU7yE,Feng Suave - Topic,2020-09-30T10:14:24.848Z
YouTube Music,Watched Notion,https://www.youtube.com/watch?v=8btM5ehEWto,Tash Sultana - Topic,2020-09-30T10:08:43.189Z
YouTube Music,Watched Sink into the Floor,https://www.youtube.com/watch?v=hHGSd_hm8Zc,Feng Suave - Topic,2020-09-30T10:04:01.538Z
YouTube,Watched Charlie Puth Gets a Surprise from Jennifer Aniston,https://www.youtube.com/watch?v=Evs4VoyaR4g,TheEllenShow,2020-09-30T09:48:01.091Z
YouTube Music,Watched Limit to Your Love (feat. Katerine Duska),https://www.youtube.com/watch?v=UwL_6p5D5e4,Billy Pod - Topic,2020-09-30T08:30:08.869Z
YouTube Music,Watched Good News,https://www.youtube.com/watch?v=dLWV58BhE7Q,Mac Miller - Topic,2020-09-30T08:24:25.689Z
YouTube Music,Watched Comatose,https://www.youtube.com/watch?v=Ft8lBPRqU6o,Low Hum - Topic,2020-09-30T08:18:08.657Z
YouTube Music,Watched Woods,https://www.youtube.com/watch?v=Azguk7bkovY,Mac Miller - Topic,2020-09-30T08:13:21.279Z
YouTube Music,Watched The End of the World,https://www.youtube.com/watch?v=M9ZtnzyMqhg,Niia - Topic,2020-09-30T08:09:14.158Z
YouTube Music,Watched Hand Me Downs,https://www.youtube.com/watch?v=ch61FWw3XYY,Mac Miller - Topic,2020-09-30T08:04:14.305Z
YouTube Music,Watched Moon Undah Water,https://www.youtube.com/watch?v=_Jh54sLPCmg,Puma Blue - Topic,2020-09-30T07:58:41.135Z
YouTube Music,Watched Floating,https://www.youtube.com/watch?v=dkKa31tjjp0,Mac Miller - Topic,2020-09-30T07:54:26.063Z
YouTube Music,Watched You,https://www.youtube.com/watch?v=NCqb4jRcyl4,Mac Miller - Topic,2020-09-30T07:48:33.170Z
YouTube,Watched David Dobrik and Reggie talk about Grindr and who's more Attractive,https://www.youtube.com/watch?v=oYVCHHk3xsE,New Views Podcast Highlights,2020-09-29T21:33:14.314Z
YouTube,Watched Trump Demands Pre-Debate Drug Tests & The Rock Endorses Biden | The Daily Social Distancing Show,https://www.youtube.com/watch?v=89fwhhZyv9k,The Daily Show with Trevor Noah,2020-09-29T21:30:38.444Z
YouTube,Watched My Bad... I thought I threw it...,https://www.youtube.com/watch?v=v3-mlLCBrxs,ddgrfan4lyfe77,2020-09-29T21:30:03.400Z
YouTube,Watched Drill Sergeant scared by maze game,https://www.youtube.com/watch?v=_SiCe4i0lhk,nicktrapp,2020-09-29T21:29:32.902Z
YouTube,Watched Jennifer Aniston Interview Prank,https://www.youtube.com/watch?v=UbB_NkQrDr4,BBC Radio 1,2020-09-29T21:26:38.472Z
YouTube,Watched YouTube's Legend: Casey Neistat - IMPAULSIVE EP. 218,https://www.youtube.com/watch?v=dXU70gsZ6BM,Impaulsive,2020-09-29T20:41:12.662Z
YouTube,Watched Elon Musk’s Neuralink Puts An AI Into Your Brain! 🧠,https://www.youtube.com/watch?v=JKe53bcyBQY,Two Minute Papers,2020-09-29T20:41:03.618Z
YouTube,Watched Ellen's First Monologue of Season 18,https://www.youtube.com/watch?v=Egn3CuQRHW8,TheEllenShow,2020-09-29T20:36:15.946Z
YouTube,Watched 'The Social Dilemma's' Tristan Harris on How to Make Social Media Less Addictive,https://www.youtube.com/watch?v=nxOb_3_yR_g,TheEllenShow,2020-09-29T20:36:14.936Z
YouTube,Watched Hello(Adele) -Wiz Khalifa (Freestyle),https://www.youtube.com/watch?v=7ImHiW0Bh3E,juaniki18,2020-09-29T20:33:27.948Z
YouTube,Watched sharing the truth of our marriage,https://www.youtube.com/watch?v=QxsFiJWjbeA,CaseyNeistat,2020-09-29T20:26:32.803Z
YouTube,Watched What Natalie does when David's Not Home | David Dobrik made Jason take Down his Instagram Post,https://www.youtube.com/watch?v=WKvzNuvG4x0,New Views Podcast Highlights,2020-09-29T16:18:42.099Z
YouTube,Watched Vlog Squad Best Moments of 2020,https://www.youtube.com/watch?v=-qh4kgZ3vfk,Replay,2020-09-29T16:12:22.158Z
YouTube,Watched FOUND THEM MAKING OUT!! | David Dobrik,https://www.youtube.com/watch?v=ob25L5PLybg,David Dobrik,2020-09-29T16:08:09.969Z
YouTube Music,"Watched Michael Kiwanuka, Tom Misch - Money (Official Video)",https://www.youtube.com/watch?v=EJjn03K0JsQ,MichaelKiwanukaVEVO,2020-09-29T15:52:32.814Z
YouTube Music,Watched FKJ - Better Give U Up,https://www.youtube.com/watch?v=ryPY8raV_VU,Roche Musique,2020-09-29T15:48:13.773Z
YouTube Music,Watched Jungle - House in LA,https://www.youtube.com/watch?v=J6dtXL_P2b8,JungleVEVO,2020-09-29T15:43:20.284Z
YouTube,Watched WE DIDN'T WANT YOU TO SEE THIS!! BLOOPERS!!,https://www.youtube.com/watch?v=gQvxZSLiPYk,David Dobrik Too,2020-09-29T15:35:03.385Z
YouTube,Watched I'm Not Bothered By Any Word | Tyler the Creator | Larry King Now - Ora TV,https://www.youtube.com/watch?v=YUBM53OncQQ,Larry King,2020-09-29T15:10:58.247Z
YouTube Music,Watched Tom Misch - Beautiful Escape (feat. Zak Abel),https://www.youtube.com/watch?v=4QLYXPto0w4,Tom Misch,2020-09-29T14:23:24.239Z
YouTube Music,Watched Masego - Navajo | A COLORS SHOW,https://www.youtube.com/watch?v=fuAE3U1NvOs,COLORS,2020-09-29T14:19:43.740Z
YouTube Music,Watched Tom Misch - It Runs Through Me (feat. De La Soul) [Official Video],https://www.youtube.com/watch?v=M1N_wbhAfQ4,Tom Misch,2020-09-29T14:14:42.872Z
YouTube Music,Watched Mac Miller - Surf [Official Music Video],https://www.youtube.com/watch?v=blYo4WheVgA,Mac Miller,2020-09-29T14:09:03.798Z
YouTube Music,Watched Jungle - Beat 54 (All Good Now) (Audio),https://www.youtube.com/watch?v=SetClFl10cQ,Jungle4eva,2020-09-29T13:58:40.284Z
YouTube Music,Watched Feng Suave - Sink Into The Floor (Official Audio),https://www.youtube.com/watch?v=kc6Y1Bjxfk8,Feng Suave,2020-09-29T13:54:01.454Z
YouTube Music,Watched Fkj - Vibin' Out with ((( O ))),https://www.youtube.com/watch?v=9Gq9N-sPdYg,Fkj,2020-09-29T13:47:56.356Z
YouTube,Watched Trump Nominates Amy Coney Barrett to Replace Ruth Bader Ginsburg | The Daily Social Distancing Show,https://www.youtube.com/watch?v=MJY7jv8DX9I,The Daily Show with Trevor Noah,2020-09-29T13:37:58.862Z
YouTube Music,Watched Unknown Mortal Orchestra - Hunnybee (Official Video),https://www.youtube.com/watch?v=IJrKlSkxRHA,UMOVEVO,2020-09-29T13:36:49.470Z
YouTube Music,Watched FKJ - Instant Need,https://www.youtube.com/watch?v=jD0ZAbDRJMY,Eton Messy,2020-09-29T13:32:17.700Z
YouTube Music,Watched Mac Miller - Dang! (feat. Anderson .Paak) [Official Music Video],https://www.youtube.com/watch?v=LR3GQfryp9M,Mac Miller,2020-09-29T13:27:34.007Z
YouTube Music,"Watched Jungle - Heavy, California",https://www.youtube.com/watch?v=w4LkSRXrK34,JungleVEVO,2020-09-29T13:22:56.930Z
YouTube Music,Watched Jungle - Casio,https://www.youtube.com/watch?v=7nJRGARveVc,JungleVEVO,2020-09-29T13:18:58.006Z
YouTube,Watched CAMERAMAN,https://www.youtube.com/watch?v=jG4zCt4Nlis,Alessandro Romano,2020-09-29T12:24:24.472Z
YouTube,"Watched Cala-te Boca com  Ruben Rua: ""Tens uma relação amorosa com a Cristina Ferreira?”""",https://www.youtube.com/watch?v=Gdrp0r0AK-4,MegaHitsWTV,2020-09-29T12:24:23.208Z
YouTube,Watched How to spot a pyramid scheme - Stacie Bosley,https://www.youtube.com/watch?v=SBGfHk91Vrk,TED-Ed,2020-09-29T12:21:21.361Z
YouTube,Watched THIS WAS MY FIRST TIME MEETING HER!!,https://www.youtube.com/watch?v=RdpSO9FL60Q,David Dobrik,2020-09-29T11:30:31.673Z
YouTube,Watched ACTUAL SOMALI PIRATES CLOSE ENCOUNTER,https://www.youtube.com/watch?v=K2VuiRuMQkE,PHILIPPINE PRIVATE SECURITY CONTRACTOR,2020-09-29T11:29:02.613Z
YouTube Music,Watched Conto,https://www.youtube.com/watch?v=wel1CJ6Ak1o,Dillaz - Topic,2020-09-29T11:22:06.841Z
YouTube,Watched CAUGHT HER SAYING THIS BEHIND BOYFRIENDS BACK!!,https://www.youtube.com/watch?v=aM-c9SVz1P4,David Dobrik,2020-09-29T11:13:07.785Z
YouTube Music,Watched Grouch-Soul Provider,https://www.youtube.com/watch?v=ASRIEaY1A8Y,Problem Child,2020-09-29T11:01:25.676Z
YouTube,Watched David Walks in on Natalie a Lot (Reupload),https://www.youtube.com/watch?v=5rWwiQnCNT4,New Views Podcast Highlights,2020-09-29T11:01:11.399Z
YouTube,Watched Excuse That Crime! | The Daily Social Distancing Show,https://www.youtube.com/watch?v=Iygw4iw2RIo,The Daily Show with Trevor Noah,2020-09-29T10:12:20.974Z
YouTube,Watched Trump’s Tax Avoidance and Massive Debt Revealed | The Daily Social Distancing Show,https://www.youtube.com/watch?v=I-knCV6vF9c,The Daily Show with Trevor Noah,2020-09-29T08:34:09.373Z
YouTube,Watched We are here to Create | Bob Proctor,https://www.youtube.com/watch?v=nwqNadnvBAw,Proctor Gallagher Institute,2020-09-29T08:26:19.363Z
YouTube,Watched MIT Introduction to Deep Learning | 6.S191,https://www.youtube.com/watch?v=njKP3FqW3Sk,Alexander Amini,2020-09-29T08:00:52.739Z
YouTube,Watched CONFRONTING BEST FRIEND ABOUT WALKING IN ON ME!!,https://www.youtube.com/watch?v=Ybte74XQOi0,David Dobrik,2020-09-28T21:22:32.274Z
YouTube,Watched MAKING MY CHILDHOOD DREAMS COME TRUE!!,https://www.youtube.com/watch?v=03oX9OPZlw8,David Dobrik,2020-09-28T21:22:15.038Z
YouTube,Watched I Put The Fresh Prince Mansion on Airbnb (HOUSE TOUR),https://www.youtube.com/watch?v=uQ6xbsl6kSo,Will Smith,2020-09-28T21:21:15.108Z
YouTube,Watched Trump Turns the Coronavirus into a Campaign Rally Joke | NowThis,https://www.youtube.com/watch?v=OBn4lxVfJAk,NowThis News,2020-09-28T21:19:20.400Z
YouTube,Watched Meet The $30 Million Dollar 23 Year Old (How He Did It),https://www.youtube.com/watch?v=-TK-QCX3LVU,Andrei Jikh,2020-09-28T20:58:35.822Z
YouTube,Watched @Bárbara Barroso - Especialista Educ. Financeira - MALUCO BELEZA LIVESHOW,https://www.youtube.com/watch?v=xsuuEZI9X98,MALUCO BELEZA,2020-09-28T20:58:28.276Z
YouTube,Watched a problem in the shower,https://www.youtube.com/watch?v=bhiSxcObwQE,CaseyNeistat,2020-09-28T20:52:57.183Z
YouTube,"Watched Dyana Ferreira  - ""Fallin"" | Prova Cega | The Voice Portugal",https://www.youtube.com/watch?v=q5BD4Rl8D2w,The Voice Portugal,2020-09-28T20:33:10.487Z
YouTube Music,Watched Strange Times,https://www.youtube.com/watch?v=jFRQ1rH1jkM,Robohands - Topic,2020-09-28T19:38:56.449Z
YouTube Music,Watched Lament,https://www.youtube.com/watch?v=Aay290-FbPI,Robohands - Topic,2020-09-28T19:24:48.715Z
YouTube Music,Watched Ascend,https://www.youtube.com/watch?v=ESUngI-hvzA,Robohands - Topic,2020-09-28T19:23:48.794Z
YouTube Music,Watched Broken,https://www.youtube.com/watch?v=H0ZpXSf3C0Y,Robohands - Topic,2020-09-28T19:18:32.519Z
YouTube Music,Watched Hermit,https://www.youtube.com/watch?v=aaKfV2CZqPc,Robohands - Topic,2020-09-28T19:13:44.449Z
YouTube Music,Watched Ny,https://www.youtube.com/watch?v=L4UgeQgYMV4,Robohands - Topic,2020-09-28T19:10:02.966Z
YouTube Music,Watched Dream,https://www.youtube.com/watch?v=YRCFMGgGJho,Robohands - Topic,2020-09-28T19:06:48.790Z
YouTube Music,Watched Lost,https://www.youtube.com/watch?v=-lcV2xkHudY,Robohands - Topic,2020-09-28T19:05:00.597Z
YouTube Music,Watched Green,https://www.youtube.com/watch?v=wmqEWG_xb4w,Robohands - Topic,2020-09-28T19:01:11.274Z
YouTube,"Watched João Amaral  - ""Something"" | Prova Cega | The Voice Portugal",https://www.youtube.com/watch?v=PN8zB7HXGpE,The Voice Portugal,2020-09-28T18:59:24.232Z
YouTube,"Watched Francisco Murta - ""Georgia on my mind"" | Prova Cega | The Voice Portugal",https://www.youtube.com/watch?v=tfVBYAjNza4,The Voice Portugal,2020-09-28T18:59:12.335Z
YouTube,"Watched Salvador Simão - ""All I Want"" | Prova Cega | The Voice Portugal",https://www.youtube.com/watch?v=9BFV1-_UO7g,The Voice Portugal,2020-09-28T18:59:06.853Z
YouTube,Watched ALL I WANT (COVER) WUANT & BÁRBARA BANDEIRA,https://www.youtube.com/watch?v=ZSuMBf67Dmc,EXPOSE CHANNEL,2020-09-28T18:58:29.928Z
YouTube,Watched Jack Harlow - WHATS POPPIN (Dir. by @_ColeBennett_),https://www.youtube.com/watch?v=w9uWPBDHEKE,Lyrical Lemonade,2020-09-28T18:54:07.470Z
YouTube,Watched WHATS POPPIN - Jack Harlow ( BUT played with TRASH),https://www.youtube.com/watch?v=Neg72c6W8o4,Dan Mace,2020-09-28T18:53:42.034Z
YouTube,Watched SURPRISING BEST FRIEND WITH LAMBORGHINI!!,https://www.youtube.com/watch?v=7FWdlYB7H0o,David Dobrik,2020-09-28T18:48:53.404Z
YouTube,Watched SURPRISING MY ASSISTANT FOR HER BIRTHDAY!!,https://www.youtube.com/watch?v=tMbRu3YkmJo,David Dobrik,2020-09-28T18:44:08.604Z
YouTube,Watched Capitão Falcão -  Communist types,https://www.youtube.com/watch?v=5yIUW_NteLY,Marcelo Alves,2020-09-28T18:42:33.791Z
YouTube,Watched How to Identify a Communist by Capitão Falcão,https://www.youtube.com/watch?v=8jsoHonwQT8,Rui Vaz,2020-09-28T18:42:31.289Z
YouTube,Watched Richard Hammond takes his daughters off-roading,https://www.youtube.com/watch?v=yBrVN7OugFs,DRIVETRIBE,2020-09-28T16:18:14.497Z
YouTube,Watched Tesla Crash Lab,https://www.youtube.com/watch?v=IoNe7QMumaM,Tesla,2020-09-28T15:28:34.061Z
YouTube,Watched Cybertruck,https://www.youtube.com/watch?v=J2U9Hmmpqhc,Tesla,2020-09-28T15:28:28.011Z
YouTube,Watched Obama catches fainting pregnant woman during speech,https://www.youtube.com/watch?v=2X10yt_6JrA,The Telegraph,2020-09-28T15:05:40.935Z
YouTube,"Watched Chicago voter to Obama: ""Don't touch my girlfriend""",https://www.youtube.com/watch?v=L5p8avFoUWo,CBS Evening News,2020-09-28T15:03:16.542Z
YouTube,Watched Politicians leaving their mic on,https://www.youtube.com/watch?v=sn-B_jIRS6c,CNN,2020-09-28T15:02:38.265Z
YouTube,Watched Seattle Protests 5/30/2020 - Marine who recovered a stolen police AR-15,https://www.youtube.com/watch?v=crSScL0XmOk,Garrett Padera,2020-09-28T15:02:02.144Z
YouTube,Watched 6-Year-Old Data Entry Prodigy Already Entertaining Offers From Major Temp Agencies,https://www.youtube.com/watch?v=JwPqdH7TGjQ,The Onion,2020-09-28T15:01:24.446Z
YouTube,Watched Watch high-speed trading in action,https://www.youtube.com/watch?v=2u007Msq1qo,CNN,2020-09-28T14:58:52.958Z
YouTube,Watched KISSING KATY PERRY!!,https://www.youtube.com/watch?v=KDgWZSLIh4Y,David Dobrik,2020-09-28T14:34:05.337Z
YouTube,"Watched Tiago Silva - ""Malìa""",https://www.youtube.com/watch?v=yLYEP84anPs,Tiago Silva,2020-09-28T14:22:36.888Z
YouTube,Watched TIAGO SILVA - Balada do 5º Ano Jurídico 88-89,https://www.youtube.com/watch?v=rHgGSAGwEls,Tiago Silva,2020-09-28T14:22:27.412Z
YouTube,"Watched Tiago Silva  - ""Eu nasci a ouvir o fado"" | Prova Cega | The Voice Portugal",https://www.youtube.com/watch?v=MEnlOBLAB9I,The Voice Portugal,2020-09-28T14:20:06.284Z
YouTube,"Watched Natacha Oliveira  - ""Seven nation army"" | Prova Cega | The Voice Portugal",https://www.youtube.com/watch?v=v2LZXCUfM0I,The Voice Portugal,2020-09-28T13:39:11.507Z
YouTube,"Watched Tiago Barbosa  - ""Make you feel my love"" | Prova Cega | The Voice Portugal",https://www.youtube.com/watch?v=62qL_LO1F0E,The Voice Portugal,2020-09-28T13:15:15.297Z
YouTube Music,Watched Massive Attack - Teardrop (Official Video),https://www.youtube.com/watch?v=u7K72X4eo_s,MassiveAttackVEVO,2020-09-28T11:40:35.470Z
YouTube Music,Watched Christian Löffler - Nil,https://www.youtube.com/watch?v=ahi6qB4-tRE,Christian Löffler,2020-09-28T11:40:24.630Z
YouTube,Watched Grouch-Soul Provider,https://www.youtube.com/watch?v=ASRIEaY1A8Y,Problem Child,2020-09-28T11:39:54.542Z
YouTube,Watched I Smoke Two Joints,https://www.youtube.com/watch?v=vUsv4Lb7EQs,MaHoug Beats,2020-09-28T11:38:20.144Z
YouTube Music,Watched Homeshake - Call Me Up,https://www.youtube.com/watch?v=hCwZ-oTyVjI,David Dean Burkhart,2020-09-28T11:37:51.151Z
YouTube,"Watched Luís Trigacheiro  - ""As Mondadeiras"" | Prova Cega | The Voice Portugal",https://www.youtube.com/watch?v=GhCTg2bjtCU,The Voice Portugal,2020-09-28T11:33:38.886Z
YouTube Music,"Watched Nu feat. Jo Ke -  ""Fool"" (WHITE 998)",https://www.youtube.com/watch?v=NgeEqkloiTY,WHITE,2020-09-28T11:28:54.587Z
YouTube Music,Watched kudasai - the girl i haven't met,https://www.youtube.com/watch?v=XDpoBc8t6gE,Ikigai,2020-09-28T11:05:23.594Z
YouTube Music,Watched [Secret Track],https://www.youtube.com/watch?v=AY9hTRSrHGM,Homeshake - Topic,2020-09-28T11:01:45.733Z
YouTube Music,Watched Daso - Meine,https://www.youtube.com/watch?v=h7qTI6Njp9g,discpictures99,2020-09-28T10:53:51.194Z
YouTube Music,Watched Feng Suave - Sink Into The Floor (Official Audio),https://www.youtube.com/watch?v=kc6Y1Bjxfk8,Feng Suave,2020-09-28T09:52:44.128Z
YouTube Music,Watched Mac Miller - My Favorite Part (feat. Ariana Grande) [Official Music Video],https://www.youtube.com/watch?v=J_8xCOSekog,Mac Miller,2020-09-28T09:46:53.609Z
YouTube Music,Watched Archive - Remains Of Nothing (ft. Band Of Skulls) [Official Music Video],https://www.youtube.com/watch?v=5rMjPK9kJks,archiveofficial,2020-09-28T09:41:14.474Z
YouTube Music,Watched Mac Miller - Ladders [Official Audio],https://www.youtube.com/watch?v=0gzmFo8UiJQ,Mac Miller,2020-09-28T09:11:45.710Z
YouTube Music,Watched FACE - BROCKHAMPTON,https://www.youtube.com/watch?v=_nWYiEq4wd0,BROCKHAMPTON,2020-09-28T09:07:04.975Z
YouTube Music,Watched Mac Miller - Circles [Official Music Video],https://www.youtube.com/watch?v=V4BFGSZ_1ls,Mac Miller,2020-09-28T09:04:13.687Z
YouTube Music,Watched Jungle - Casio,https://www.youtube.com/watch?v=7nJRGARveVc,JungleVEVO,2020-09-28T08:21:42.523Z
YouTube Music,Watched Mac Miller - Hand Me Downs [Official Music Video],https://www.youtube.com/watch?v=fYEXdCCpfVQ,Mac Miller,2020-09-28T08:16:43.013Z
YouTube Music,Watched Daniel Caesar - Get You ft. Kali Uchis [Official Video],https://www.youtube.com/watch?v=uQFVqltOXRg,Daniel Caesar,2020-09-28T08:12:11.238Z
YouTube Music,Watched Mac Miller - Woods,https://www.youtube.com/watch?v=g8sX6wZHhD0,Mac Miller,2020-09-28T08:07:23.851Z
YouTube Music,Watched Fkj & Masego - Tadow,https://www.youtube.com/watch?v=hC8CH0Z3L54,Fkj,2020-09-28T07:58:42.493Z
YouTube,Watched 'Only league title you've ever won... f*** off' - Lampard's heated exchange with Liverpool staff,https://www.youtube.com/watch?v=N-BF07TC-rU,Optus Sport,2020-09-28T07:53:38.508Z
YouTube Music,Watched Mac Miller - What's The Use? [Official Audio],https://www.youtube.com/watch?v=qI-t1I_ppL8,Mac Miller,2020-09-28T07:52:14.380Z
YouTube Music,Watched Childish Gambino - Sober,https://www.youtube.com/watch?v=jx96Twg-Aew,ChildishGambinoVEVO,2020-09-28T07:50:15.970Z
YouTube Music,Watched Mac Miller - Surf [Official Music Video],https://www.youtube.com/watch?v=blYo4WheVgA,Mac Miller,2020-09-28T07:44:44.433Z
